date,rme,re_ew,r_size,r_value,r_prof,r_valprof,r_fscore,r_debtiss,r_repurch,r_nissa,r_accruals,r_growth,r_aturnover,r_gmargins,r_divp,r_ep,r_cfp,r_noa,r_inv,r_invcap,r_igrowth,r_sgrowth,r_lev,r_roaa,r_roea,r_sp,r_gltnoa,r_mom,r_indmom,r_valmom,r_valmomprof,r_shortint,r_mom12,r_momrev,r_lrrev,r_valuem,r_nissm,r_sue,r_roe,r_rome,r_roa,r_strev,r_ivol,r_betaarb,r_season,r_indrrev,r_indrrevlv,r_indmomrev,r_ciss,r_price,r_age,r_shvol
02/1967,0.0078,0.0108997291,-0.035701885,-0.028689155,0.0454565859,0.0159503177,-0.031986556,,,0.0171783657,0.0008059835,0.0212011106,0.0471745231,-0.005361605,-0.041325375,-0.032914533,-0.030188905,-0.028207283,0.0078369232,0.0153246191,-0.002608661,0.0154559308,-0.018267807,0.0054071891,0.0132807237,0.0134215203,-0.083839438,0.0089642856,0.0055215765,-0.015851085,0.0198673368,,0.0171960757,0.0236137361,-0.01227197,-0.027072652,0.0169725979,,,,,0.0018301995,0.0252441877,0.0133504619,0.0276727518,-0.003360628,-0.048778749,0.0217111665,0.0160443709,-0.00488731,-0.035938102,0.0234618682
03/1967,0.0399,0.0481180455,-0.030995556,-0.00333731,0.0414367396,0.0407199368,-0.011430894,,,0.0194153829,0.0507553384,0.0452901102,0.0293519499,-0.003403236,-0.028563609,0.0128253873,0.0043392594,-0.02664229,0.0348584774,-0.005393196,0.001145552,0.037336438,-0.003936011,0.0235877354,0.0243828281,0.0270750898,0.0564774727,0.0264157145,0.0104681151,0.0175639564,0.0457456182,,0.0150371913,0.0485384502,0.0200251197,-0.010210515,0.0181482052,,,,,-0.008900736,0.0167336505,0.0241722179,0.0283599861,-0.032078153,-0.054174455,0.032950121,0.0164685113,0.0016712896,-0.015431581,0.0237453251
04/1967,0.0389,0.0343438135,0.0028484015,-0.031327112,0.0361750806,-0.005596352,0.0297437595,,,0.0169482418,0.0290233952,0.0485046602,0.0416314588,-0.008846482,-0.050676621,-0.029950932,-0.038768759,-0.023731433,0.0222740496,0.0047731701,0.011457644,0.0517930272,-0.028721632,0.0338143453,0.0256498248,-0.00214967,-0.015524801,0.0218495937,0.0181293158,-0.00138875,0.0193434021,,0.0190299926,0.0218229663,0.0441568691,-0.034255602,0.0025456894,,,,,-0.00098099,0.0083767563,0.0185084857,0.0506065396,-0.011571836,-0.014546472,0.0235127107,0.0203164394,0.0368211022,-0.015556963,0.0098958379
05/1967,-0.0433,-0.027269557,-0.021078882,0.0252160632,0.0023832601,0.0312307227,-0.018435449,,,-0.026948384,0.0421438231,-0.007378852,0.0289947701,-0.042009556,0.0138988923,0.020335624,0.02380898,-0.030062072,-0.016622485,0.0009091729,0.0136665097,-0.006838674,0.0094017438,0.0083463754,-0.015507667,0.0326394199,-0.03683384,-0.008150607,0.00113729,0.0141814293,0.0107116952,,-0.007217846,0.0382785028,0.0143209412,0.0178177175,-0.003190745,,,,,-0.032867534,-0.007576769,-0.003780959,0.0195146822,-0.045983612,-0.07836023,0.0628668395,-0.036195579,-0.01084474,-0.002806912,-0.005887125
06/1967,0.0241,0.0439254059,-0.098045946,0.0120454875,0.0388554894,0.0593315446,-0.036480171,,,-0.000211464,0.0692175423,0.0485550851,0.0837371487,-0.099910189,-0.017171463,0.0152708075,0.003005803,-0.049263497,-0.007886086,-0.003210207,-0.049836926,0.0480201962,-0.000518142,0.0156787697,0.0002734808,0.0619165961,-0.219790849,0.0706566139,0.0465484763,0.0784600561,0.0866019132,,0.053653118,0.073632515,0.0255210191,-0.015311112,0.0243790498,,,,,0.005375519,0.0545320607,0.0523893151,-0.011544571,-0.007371881,0.0263336607,0.0273495699,0.0058024271,-0.010509315,-0.031999456,0.0651825561
07/1967,0.0458,0.0581911608,-0.035341445,0.037970404,0.0019397087,0.0568585346,0.0092517239,,,-0.012886146,-0.041414973,-0.016881435,0.0154141938,-0.038504776,0.0129710045,0.0330623372,0.0439423099,0.0030064524,-0.022986252,-0.015070856,-0.004500629,0.0047209061,0.0352765423,-0.036390153,-0.031683665,0.0452377034,0.0032280357,0.018292529,0.0058256692,0.0437958779,0.0393130961,,0.0105174325,0.0164791935,0.0080803846,0.0187004888,-0.011512632,,,,,0.0023287273,0.0173330866,0.0222733067,-0.002187753,-0.014172117,-0.026266153,0.0443239313,-0.014541365,-0.024248553,-0.001372634,0.0203162605
08/1967,-0.0089,-0.005796492,-0.000377498,0.0210898203,0.0006566292,0.0321057482,0.0074865319,,,-0.01965646,-0.013517994,-0.037819363,-0.00343334,-0.008408731,0.0347011872,0.0268505475,0.0229600854,0.006823114,-0.048753064,-0.013492733,-0.022946217,-0.02406228,0.0188454423,-0.007688647,-0.006999023,0.0136706332,-0.03908555,-0.018620186,-0.004931843,0.0086094304,0.0083062721,,-0.015817259,-0.027134718,-0.010319072,0.021570378,-0.018255102,,,,,-0.009406258,-0.021912701,-0.016428494,-0.024743588,-0.019857918,-0.034621248,0.0365297676,-0.015238276,-0.018679354,0.020066883,-0.022384012
09/1967,0.0311,0.032519819,-0.044667641,-0.00607203,0.0628147709,0.0617051927,-0.0300079,,,0.0049518137,0.0321951485,0.0287389926,0.0653627483,-0.028350834,-0.02290325,-0.005680778,-0.018855282,-0.028269723,0.0128568487,0.020633171,-0.005971362,0.028185819,-0.029674732,0.0527208041,0.0182167345,0.0201363746,-0.020707311,0.0430171507,0.0356565449,0.0288084878,0.055998381,,0.0273440526,0.0105481968,0.0229945503,-0.020439884,0.0029396567,,,,,-0.002147814,0.0203094115,0.0160221912,-0.007859104,-0.010167782,-0.055058308,0.0902075552,0.0212723878,0.009123656,-0.039488286,0.0212612346
10/1967,-0.0309,-0.039769629,-0.031149741,-0.011951741,0.0234577367,0.0126006897,-0.008452866,,,-0.004905416,-0.002804279,0.0254110144,0.0467198346,-0.022595071,-0.014239703,-0.012272667,-0.015203062,-0.019094179,-0.001659091,0.0028653227,0.0478622745,0.0251505502,-0.005272551,0.000061597,0.022679526,0.0139516774,-0.091446913,0.0430057162,0.0374211213,0.0230908471,0.0373232378,,0.0307235596,0.0238550839,-0.008913564,-0.029496784,-0.004304071,,,,,0.0256530925,0.0080407369,-0.0064168,-0.049372981,0.0113996285,-0.005055184,0.0176169665,0.0143079573,0.0107381677,-0.022012869,0.0057721191
11/1967,0.0037,0.0052493364,0.0019982077,-0.023638855,0.0060767078,-0.018887028,-0.008521686,,,0.0267154657,0.0204569823,0.0347871822,0.0033385963,0.0359002448,-0.030704023,-0.015654941,-0.01794004,-0.015481951,0.0146166514,0.021871986,0.0222400697,0.0176978737,-0.014009304,0.0123434286,0.0293779025,-0.007826609,-0.007001982,0.0057454756,0.0048876969,-0.011480401,-0.007223845,,0.0129107741,0.0235758746,0.0186228396,-0.024807402,0.0185888961,,,,,-0.012214579,0.0075851249,0.0025673426,0.0115433956,-0.015946688,-0.033195817,0.0174783759,0.0481900373,0.005461161,-0.007046861,0.0026087651
12/1967,0.0305,0.0531357864,-0.093367002,0.018741954,-0.023483956,0.0070644282,-0.085503865,,,-0.007024462,-0.067967283,-0.00340303,0.0057548291,-0.055441119,0.0036434772,0.0145811191,0.0230515468,-0.019183496,-0.032641596,-0.009139292,-0.028353152,0.0188484485,0.0273039499,-0.036147508,-0.007748999,0.0305796348,-0.026667729,0.0251816702,0.0348190436,0.0299421635,0.0211204806,,0.0354104785,-0.049633555,-0.021819128,-0.003847266,-0.008902477,,,,,0.0114017762,0.0517430673,0.0275368437,0.0026372132,0.0174664866,-0.017094117,0.0574068411,0.0430759097,-0.025134613,-0.041245114,0.0605461757
01/1968,-0.0406,-0.027926532,-0.04928213,0.083202204,-0.057941245,0.0464467047,0.0012082343,,,-0.070148404,-0.103155571,-0.124643927,-0.053767396,-0.01769058,0.1003804502,0.0777774371,0.0794411062,-0.010598433,-0.125150976,-0.054917679,-0.055008673,-0.102505281,0.0816987953,-0.07133422,-0.069814344,0.0334991532,0.0108638802,-0.027801044,-0.011681089,0.0272679433,-0.000133926,,-0.038211327,-0.048395945,-0.094926491,0.0794293791,-0.062379722,,,,,-0.032433778,-0.037089279,-0.069060442,-0.050902052,-0.052568823,-0.112284049,0.0549364912,-0.079392238,-0.09564005,0.0299887873,-0.048651184
02/1968,-0.0375,-0.052007618,0.0527545806,0.0178110226,-0.021040692,-0.002891436,0.034137604,,,-0.031403716,-0.07316841,-0.071313857,-0.027068503,0.021836771,0.0535517555,0.011457031,0.0145722962,0.0384570226,-0.052154561,-0.004443487,-0.035421514,-0.072763807,0.0090300856,-0.001486267,-0.016207646,-0.016506958,0.0856104839,-0.024068267,0.0080031395,-0.00248795,-0.012562839,,-0.045705922,0.0032687256,-0.05736673,0.0461269254,-0.052051566,,,,,0.0105804131,-0.049129639,-0.058847135,-0.075869302,-0.024189835,-0.03833594,0.0345599977,-0.061026992,-0.023458463,0.0357960673,-0.061778658
03/1968,0.002,-0.006273442,0.0185070508,-0.021446301,0.0388892475,0.0199047673,0.0092748274,,,0.0298848257,0.0185047098,0.0328080053,0.0329815238,0.0030771247,-0.025688887,-0.012490423,-0.022332061,0.0015723918,0.0101402194,0.006166696,0.0070701971,0.0299986578,-0.016080521,0.0229547156,0.0191483493,0.0069076836,-0.030656725,0.0100558909,0.0115816627,-0.00436822,0.0211485926,,0.0191251329,0.0136488005,0.0283926714,-0.031499817,0.024088201,,,,,-0.019785251,0.0042110828,0.0248680825,0.0080736085,-0.025044645,-0.065444769,0.0544761321,0.0211631378,0.0321688224,-0.008894243,0.0091969627
04/1968,0.0905,0.1187007786,-0.106607691,-0.037965277,0.0925188386,0.0466856127,-0.101938388,,,0.0249591891,0.0962096038,0.0845036749,0.1094379951,-0.066898166,-0.061375539,-0.017769293,-0.022483448,-0.065967686,0.0682064482,0.0269083807,0.0275492944,0.0798939917,-0.035913852,0.0514032182,0.0525840916,0.0449880389,0.0930358933,0.036493895,-0.011755932,0.0007093631,0.056865884,,0.058117098,0.0614004414,0.0920291945,-0.079554663,0.0638488713,,,,,0.0072387372,0.076034185,0.0761002404,0.0865316782,-0.027250988,-0.084507856,0.0232308162,0.0621385628,0.0266275643,-0.074225457,0.0908362297
05/1968,0.0228,0.0467532474,-0.089923835,0.0001339996,0.0245708161,0.041335131,-0.033070038,,,0.0224392718,-0.016694242,0.0425913178,0.0411623084,-0.041674996,-0.008192281,0.0173797605,0.0066141177,-0.062257162,0.0132570546,0.0049278624,-0.002799665,0.0474938522,-0.000875551,0.0103953856,0.0242424722,0.0268803135,-0.03659753,0.0200994377,0.0116742633,0.0195477251,0.0378217884,,0.0347242442,0.0576179116,0.0349392244,-0.040287398,0.0214484833,,,,,0.0259679693,0.0380050243,0.0341579385,0.0228784511,0.0177834714,-0.031684054,0.0524273906,0.0225382436,-0.010183559,-0.025809341,0.0438108846
06/1968,0.0069,0.0081840828,0.0355088738,0.0187545521,-0.092529166,-0.064731624,0.0179863994,,,-0.039460869,-0.08062327,-0.060087223,-0.101948841,0.0640936921,0.0424357944,0.0149108512,0.0188452455,0.0200371651,-0.036027463,-0.021552246,0.0019743018,-0.052130282,0.0337949117,-0.052209169,-0.001699979,-0.038298075,-0.131797574,-0.00588826,-0.013475034,0.0051678973,-0.039988652,,-0.019401854,-0.074301086,-0.053221932,0.0431031827,-0.044662246,,,,,-0.055553154,-0.0455618,-0.060091547,-0.028878403,-0.056183378,-0.040260741,-0.017086244,-0.048785392,-0.041172754,0.0271933567,-0.054462578
07/1968,-0.0272,-0.039555187,0.0064740087,0.0693147648,-0.05521666,0.0347149857,-0.013434112,,,-0.067985635,-0.137265458,-0.069828126,-0.074492244,0.036888303,0.0774125401,0.0553949757,0.0708092205,0.0275027568,-0.077376984,-0.041846179,-0.048139081,-0.050796688,0.0625977579,-0.053435034,-0.051983269,0.0105337607,-0.032762116,0.009924779,0.0329942408,0.0509127432,0.0250668208,,-0.003066334,-0.061750936,-0.10038626,0.0524272754,-0.061531653,,,,,0.0125199323,-0.034242061,-0.049884221,-0.025697116,-0.027966981,-0.048920481,0.0691121379,-0.054720058,-0.021558024,0.014334056,-0.043021071
08/1968,0.0134,0.0215087191,-0.035357877,0.0174257154,0.0175705232,0.0514722919,-0.007881415,,,-0.009057525,-0.037132931,-0.018760232,0.0369817086,-0.064793483,-0.002429403,0.0079531614,0.0119165862,-0.01205938,-0.039066626,-0.011470431,-0.024880009,-0.018514091,0.0106848879,-0.000646093,-0.016139159,0.0389079946,-0.038649933,0.0300476814,0.0332953127,0.0346316463,0.0504696886,,0.0248016436,0.028033929,-0.015056755,0.0071372969,-0.011646564,,,,,-0.000921538,0.0127441139,0.0081105477,-0.023841815,-0.001994997,-0.033260432,0.0411941428,-0.002459648,-0.003830729,-0.002807786,0.0157884352
09/1968,0.0403,0.0576552192,-0.028093845,-0.003107911,0.0125459905,0.0283361982,-0.028414227,,,0.020774929,0.0004554935,0.0381558332,0.0378795795,-0.076407222,-0.023321728,-0.016446536,-0.013987046,-0.007039425,0.0265619207,-0.00735459,-0.001781125,0.0278312968,-0.00576931,-0.01419468,-0.019778159,0.0320910512,0.044745878,-0.00340979,0.0421487072,0.0037067579,0.0180758859,,0.0084183342,0.0159668291,0.0214548219,-0.002048348,0.0159097484,,,,,0.0065318897,0.0376451821,0.0364268078,-0.00798917,-0.019679339,-0.055922585,0.0789534047,0.0175798411,-0.003567314,-0.01524123,0.0406484864
10/1968,0.0042,0.0062417382,0.0009959214,0.0252330479,0.0178752554,0.0527650976,0.0096192977,,,-0.016614972,-0.041892383,-0.02767325,0.0154176464,-0.002369211,0.0273688553,0.0420927924,0.0314882728,0.0078270796,-0.029116149,-0.006044022,-0.020795457,-0.014378372,0.0181592101,0.0230711742,0.0032902139,0.0269598925,0.0255921662,-0.006160094,-0.004297641,0.015270248,0.0237030054,,-0.006647958,-0.006844125,-0.016239799,0.0228411024,-0.010683579,,,,,-0.028618542,-0.029221022,-0.027350775,0.0184961774,-0.039966669,-0.063640643,0.036134277,-0.02273015,-0.003312135,0.0123776668,-0.036780933
11/1968,0.0543,0.0727224563,-0.029983235,-0.021697963,-0.026437938,-0.056152321,-0.001266955,,,0.0217685674,0.036583591,0.0185429933,-0.014613981,-0.009700913,-0.018595542,-0.020164399,-0.013157048,-0.026889867,0.0343852729,0.0139513597,0.0042773962,0.0209299175,-0.006140007,-0.031544021,0.0079891346,-0.019462448,0.0258143372,0.0049759258,-0.011454292,-0.012748036,-0.029997816,,0.0048754671,-0.001096902,0.0095877625,-0.00954933,0.0214549689,,,,,-0.04945002,0.0271904442,0.0243622306,0.0356923292,-0.059291816,-0.08498004,0.0410107193,0.0086355731,-0.027879448,-0.018935869,0.0368096907
12/1968,-0.0394,-0.025287699,-0.036808577,0.0192174406,-0.000703858,0.0221200816,-0.010970837,,,-0.028415362,-0.025610656,-0.021110607,0.0023203101,-0.027453674,0.0331782251,0.0121269791,0.006977974,-0.021784015,-0.042895785,-0.019066143,0.0062729275,-0.020147119,-0.007475227,0.0283693508,-0.026940501,0.0047431182,-0.052569112,0.0010810629,0.0013896578,0.0192217065,0.0195038873,,-0.001807557,0.0333756061,0.0152382713,0.0171024262,-0.028031564,,,,,-0.023373098,0.00283853,-0.007958728,0.0063148154,-0.036640775,-0.056243986,0.0305343133,-0.011538917,-0.024673684,0.007909323,0.0011021819
01/1969,-0.0125,-0.013160157,0.0060210373,0.0264153705,-0.051470456,-0.02093867,-0.024192046,,,-0.02753999,-0.060831293,-0.03140414,-0.065065467,0.0319464634,0.0328263394,0.0210666815,0.0306910146,0.0181324989,-0.013997627,-0.00771726,-0.015395145,-0.034863959,0.0296926565,-0.042225104,-0.032386227,-0.014985831,0.1039672226,0.0052359236,0.0017404753,0.0162964839,-0.011293828,,-0.002070018,-0.024120299,-0.044756199,0.0282535916,-0.027397606,,,,,-0.0262958,-0.010835435,-0.011329377,-0.015342414,-0.03572706,-0.075893757,0.0396002675,-0.04115124,-0.014292254,0.0094838055,-0.009884306
02/1969,-0.0584,-0.079292323,0.0560948696,0.0255823659,0.0223161588,0.0402099096,0.0141235688,,,-0.028114033,-0.028999253,-0.037050665,0.0041416064,0.0385744661,0.0390290016,0.0352977474,0.0274958265,0.0385027199,-0.027444055,0.0006683531,-0.009057872,-0.029280827,0.0122102326,0.0459377461,0.02066879,0.009310297,-0.068136823,-0.017891254,-0.009295548,0.0022030004,0.0084006392,,-0.019261257,-0.032507369,-0.046835346,0.0313467485,-0.037790922,,,,,-0.021570088,-0.049641574,-0.04494871,-0.014380116,-0.037345129,-0.061134006,0.0196189916,-0.043246814,0.0075937279,0.0285660337,-0.059826251
03/1969,0.0264,0.016092003,-0.014840029,-0.005554105,0.0263022889,0.0298678726,-0.003452648,,,0.0074592338,-0.053021331,-0.001230044,0.0184821244,-0.014413769,-0.024681727,-0.01892798,-0.02165423,-0.013863927,-0.025035549,0.0001874634,-0.019307099,-0.007317844,-0.010438961,-0.007851979,-0.027339087,0.0000794,-0.004217593,0.0495267953,-0.009080753,0.0260296137,0.0486457521,,0.05010467,0.0286943449,0.0057841314,-0.028154183,0.0222670337,,,,,-0.009590806,0.0112076937,0.0204509797,0.0571307615,-0.016231345,-0.035630049,0.0129167959,0.0187018725,0.0407755968,-0.015015662,0.0191193702
04/1969,0.0146,0.0070670849,0.0046202178,-0.024287185,0.024345735,-0.003331643,0.0357588385,,,-0.00072793,-0.019060072,-0.002171851,0.0059971532,0.0322822909,-0.032959758,-0.032081918,-0.037643175,-0.007468778,-0.025005311,-0.006026808,-0.021086886,-0.001164604,-0.016505096,0.0067389739,0.0112783615,-0.024479759,-0.068767312,0.0145552993,0.0186412339,-0.009577615,0.0076377203,,0.0237852279,0.000887443,0.006636645,-0.034548693,0.0175368667,,,,,0.0231023794,0.0052682142,0.013620745,0.0202423388,0.0191844187,-0.020772027,0.0272048982,0.0386674911,0.0173394536,-0.00351855,0.0108012371
05/1969,-0.001,-0.005695663,0.0073182044,0.0097327723,0.0177885992,0.0262167004,-0.000035973,,,-0.030167757,-0.034914909,-0.026514182,-0.016556596,0.0652224674,0.0116985298,0.0120486498,0.0045582422,0.0016512506,-0.033394336,-0.025680103,-0.032646669,-0.011254484,-0.007362167,0.0238340195,-0.00940548,-0.012553572,-0.10944533,0.0192579222,0.023778749,0.0181024956,0.0289420964,,0.0135719229,0.0018792816,-0.013839844,-0.001435268,-0.023521581,,,,,-0.003523995,-0.014889837,-0.015643805,0.0107821116,-0.010901026,-0.045349103,0.0332502171,-0.026083708,0.0087676918,0.0041055819,-0.023954428
06/1969,-0.0718,-0.10128386,0.0800194554,0.0000117283,0.0246903864,0.0135513333,0.0500298824,,,-0.018248144,-0.012906515,-0.014945165,-0.002144839,0.0641760671,0.0309745528,0.0153927003,0.0006214476,0.0298343425,-0.004588939,0.0180454871,0.042078677,-0.00668584,-0.010194364,0.0440057782,0.0275123905,-0.021689293,0.0474963992,0.0028034055,0.0045422354,-0.000313081,0.0137347813,,0.0004887554,-0.03648818,-0.057111231,0.0115199275,-0.020992132,,,,,0.0004944072,-0.056432576,-0.045133909,0.0060292989,-0.004360178,-0.066793829,0.0493783832,-0.041747677,0.0301823862,0.0365762657,-0.063621645
07/1969,-0.07,-0.082482256,0.0463824073,0.0157239666,-0.007130327,0.0026500248,0.0117750706,,,-0.04222638,-0.024370804,-0.061706828,-0.030115017,0.059055267,0.0662997518,0.028315208,0.0176320721,0.0145026936,-0.054154329,-0.017318862,-0.035382244,-0.046064698,0.0093484352,0.0225898777,0.0158401243,-0.026111166,-0.044929947,0.0281708193,0.026107682,0.0357834286,0.0286787926,,0.0221837786,-0.045132809,-0.071285228,0.0073764308,-0.038203045,,,,,0.0209973254,-0.040552128,-0.044119603,0.0121471127,0.0038930459,-0.019758163,0.0258042097,-0.081860293,0.0040651049,0.013100357,-0.049833243
08/1969,0.0468,0.0539831771,-0.011622155,-0.069898355,0.0686186773,-0.009119117,-0.006430956,,,0.0732683884,0.0574539215,0.0911177302,0.0489725256,0.0142031064,-0.116177182,-0.073430522,-0.082811825,-0.032368367,0.0388596772,0.0241551703,0.077711593,0.0639676847,-0.054753695,0.049093538,0.0501463031,-0.016632368,-0.042910653,0.0207068805,0.0083185959,-0.054340537,0.0006760799,,0.0319886393,0.0412616544,0.1032798082,-0.05423996,0.0640841712,,,,,-0.052498374,0.0436765069,0.0572830111,0.0291644104,-0.052991469,-0.031506745,0.0396473715,0.0734219474,0.0363261891,-0.041808178,0.060503678
09/1969,-0.0298,-0.019341569,-0.026474095,-0.041495301,0.0696054472,0.026746816,0.0075404744,,,-0.013810311,-0.007051713,0.0203774826,0.0533225892,0.0351913609,-0.038594017,-0.033424501,-0.042678518,-0.044384238,-0.025647761,0.0157169737,-0.010130555,-0.001299783,-0.043501658,0.0707331083,0.0549139701,-0.008640438,-0.039414296,0.0199221578,0.0099590852,-0.0149958,0.0371835669,,0.0192786115,0.0113530014,0.0354346595,-0.037863705,-0.011979474,,,,,0.0017312174,-0.004487274,-0.007596482,0.0024220708,-0.017996488,0.0096670348,0.0094334884,-0.006572921,0.039455396,-0.025577862,-0.003376828
10/1969,0.0506,0.0685715125,-0.031897007,-0.025394173,-0.003521413,-0.030245095,-0.012812197,,,0.0350301363,0.0129965465,0.0273065752,-0.00107041,0.0091513426,-0.022181941,-0.021916663,-0.028572642,-0.021280023,0.0241414673,0.0154686644,-0.001923164,0.0470003887,-0.010368733,-0.009979801,0.0101916451,-0.014434199,0.069822404,-0.013196044,0.0307892816,-0.031603678,-0.033595319,,-0.01616457,-0.008323835,0.0046770144,-0.01419981,0.0290633148,,,,,0.011454457,0.0155833282,0.0183303246,0.0137662329,-0.00457578,-0.033554072,0.0547863854,0.0314184003,-0.017695483,-0.029551469,0.0217214095
11/1969,-0.0379,-0.045855755,0.0188400844,-0.015533203,0.0405516625,0.0218670008,-0.006566334,,,-0.023422933,0.0032821083,-0.010175947,0.0128067802,0.0442397578,-0.000487502,-0.0104782,-0.025681323,-0.007209642,-0.040748035,-0.013005849,-0.02595364,-0.00931808,-0.036303797,0.0718836404,0.0282262413,-0.025602605,-0.001484741,0.035269735,0.0219261138,0.0158340627,0.0429270966,,0.0335488427,-0.003865367,-0.00713283,-0.020121805,-0.01638219,,,,,-0.010262067,-0.01833194,-0.022768496,-0.01469209,-0.015974145,-0.023883848,0.0422791306,-0.037762052,0.0281405519,-0.009794685,-0.015588601
