date,rme,re_ew,r_size,r_value,r_prof,r_valprof,r_fscore,r_debtiss,r_repurch,r_nissa,r_accruals,r_growth,r_aturnover,r_gmargins,r_divp,r_ep,r_cfp,r_noa,r_inv,r_invcap,r_igrowth,r_sgrowth,r_lev,r_roaa,r_roea,r_sp,r_gltnoa,r_mom,r_indmom,r_valmom,r_valmomprof,r_shortint,r_mom12,r_momrev,r_lrrev,r_valuem,r_nissm,r_sue,r_roe,r_rome,r_roa,r_strev,r_ivol,r_betaarb,r_season,r_indrrev,r_indrrevlv,r_indmomrev,r_ciss,r_price,r_age,r_shvol
03/1996,0.0073,0.0152910237,-0.022395309,0.0133786045,0.0036249842,0.0002169258,-0.019504632,0.0082684567,-0.023823034,-0.011722352,-0.011541968,-0.012743976,0.0258226254,-0.037890605,-0.01868922,-0.006575335,0.0152180419,0.0116471557,-0.014771911,-0.005010604,0.0188624429,-0.006350898,0.0214188551,-0.02323839,-0.012325177,0.0378512476,-0.006150284,-0.00371441,-0.036377792,0.0070401646,0.0035415132,0.0140765423,-0.000226092,-0.045817368,-0.019725685,0.0119745593,-0.014072737,-0.029558673,-0.01072834,-0.005545465,-0.019321471,0.0043048147,0.0021681494,-0.00648071,0.0331375343,0.0079443775,-0.047900074,-0.020077615,0.0149040912,-0.014280423,-0.001783049,-0.009454049
04/1996,0.0206,0.0327210278,-0.055508893,-0.068208245,0.1058484911,0.0056574006,-0.024865121,0.0475065963,-0.071212529,0.0856433761,0.0530851132,0.0668102747,0.0925898159,0.0235730217,-0.041148991,-0.070500066,-0.056458319,-0.083162306,0.054594211,0.0762465025,0.063253783,0.0880927475,-0.07522436,0.0599146447,0.0011373256,-0.033816026,-0.041160877,-0.003881827,-0.023107689,-0.044827915,-0.00605005,0.0578657021,0.0187257475,0.0476239423,0.0247186293,-0.067300258,0.0673839052,0.0289227506,0.0477957408,-0.034480259,0.0764074887,-0.013462154,0.0830495824,0.0498772851,0.0165231913,-0.003026529,-0.022303128,0.0323687999,0.088997093,-0.018186352,-0.064230714,0.071705953
05/1996,0.0236,0.0141160051,-0.019137919,-0.013228716,0.0302561948,0.0191839898,-0.007406714,0.0101117831,0.0119383098,-0.020692119,0.042368224,0.0027350469,0.0257530957,0.0270964649,-0.003347225,-0.001745004,-0.012342785,-0.017287537,-0.014690242,0.0156248496,-0.027712354,0.003312975,-0.008903533,0.0121718049,0.0148972854,0.0019307698,-0.035132942,0.0187922133,0.0047201419,0.0023605573,0.0307385375,0.000252225,0.0256620651,0.0046953467,0.0071594211,-0.026481836,-0.002284141,0.0324705104,0.0272523449,-0.00461122,0.0239085975,0.0188695616,0.0072450627,0.0083029942,0.0014682516,0.0214379255,-0.017785202,0.0179608811,0.0006336239,0.0075972647,-0.015565242,0.0018890942
06/1996,-0.0114,-0.025893448,0.0486077699,0.0647402613,-0.077671898,0.0143935344,0.0273729337,-0.050460546,0.0731819988,-0.074023244,-0.073070658,-0.075414311,-0.065888741,-0.032801476,0.0503129845,0.0546241951,0.0633284433,0.0800853764,-0.052024313,-0.068942487,-0.033116877,-0.081085641,0.0632168325,-0.05353442,-0.002386297,0.0312296921,0.0311983736,-0.006369798,-0.032810566,0.0397347153,0.0091476884,-0.042761164,-0.008668387,-0.023187134,-0.043225305,0.0541639552,-0.069427911,0.0125193101,-0.015898324,0.0366223511,-0.041780052,-0.016680708,-0.071327193,-0.06066991,0.0221046065,-0.008846462,-0.005460194,-0.060246529,-0.099419684,0.000545246,0.0644057127,-0.067825393
07/1996,-0.0597,-0.072823223,0.0605564083,0.0563725852,-0.052413389,0.0516322602,0.0513009707,0.010331556,0.0531901697,-0.072864386,-0.008881941,-0.06061687,-0.047828663,-0.004368904,0.0288657475,0.0760815794,0.0565277543,0.0647644399,-0.071762736,-0.060764803,-0.095539493,-0.040123117,0.0699499456,-0.007180978,0.0621922693,0.0472367898,0.0088776894,-0.016055156,-0.021512444,0.0133782927,0.0050137218,-0.052527827,-0.011697543,-0.013186563,-0.017294979,0.0471977754,-0.065921858,-0.012912503,0.0389950149,0.0725732461,-0.025402531,0.0225732493,-0.062669528,-0.032039341,0.0101978894,0.0112738451,-0.025690122,0.0074970103,-0.055126857,0.0255831348,0.0611240807,-0.059629089
08/1996,0.0277,0.0424222619,-0.031927256,-0.010677412,0.0035104367,-0.005410052,-0.001818091,0.0188795828,-0.025793685,0.0512389603,0.016861382,0.0516512457,0.0043528539,0.0012155374,-0.028033313,-0.014866641,-0.020183451,-0.037696518,0.0563658467,0.0247824101,0.0464397064,0.0510348877,-0.012488591,0.0081242346,0.0002504163,-0.011079672,0.0309087202,0.0063997811,0.0060094659,0.00022929,0.0026753314,0.0390609807,0.0077716369,0.0185266905,0.0393279214,-0.005801777,0.0486062138,0.0136920447,0.0113671879,-0.010569417,0.0118877559,-0.022316076,0.0235698791,0.0167840649,0.0071763758,-0.036984033,-0.012413521,0.0328776315,0.0662776526,-0.021313229,-0.023186381,0.0303907461
09/1996,0.0501,0.0453871036,0.0203172168,-0.058899124,0.0490808115,0.0029877917,-0.030351828,0.0391899735,-0.012843299,0.0357253,0.0560942197,0.0569487426,0.0313702911,0.0563456769,-0.028281678,-0.027708872,-0.051427416,-0.034828486,0.0437114571,0.0579622799,0.0789149961,0.0508415604,-0.041319746,0.0326391908,0.0565292228,-0.030993423,0.03170732,0.0093050324,0.0079148813,-0.03586068,0.0151868126,0.0245146871,0.0233953375,0.0471434234,0.0627323242,-0.047573753,0.0297662481,0.0449141568,0.0450097634,-0.021771519,0.0356891042,0.0029736829,0.0288160608,0.033984874,0.0466693131,-0.001847136,-0.031103013,0.0453435192,0.0262096842,0.0162344354,-0.034349756,0.0347522407
10/1996,0.0086,-0.007680705,0.0646870192,0.0859438692,-0.085646036,0.0329404871,0.0098027163,-0.011929435,0.0411674979,-0.079169177,-0.087811427,-0.078790215,-0.078239678,-0.004302025,0.0542207179,0.0658635176,0.0835935482,0.0886289834,-0.077979853,-0.070229599,-0.112634261,-0.074221321,0.0915516548,-0.074435006,-0.008059547,0.0501764621,0.0287962202,0.0092569934,-0.003791452,0.053404243,0.0198188089,-0.040744562,0.0122649991,-0.034164647,-0.033572109,0.0623714486,-0.065758445,0.0270650381,-0.001120841,0.0678556001,-0.056383596,-0.022562881,-0.067710279,-0.040819599,-0.036198696,-0.020919581,-0.009303647,0.0122680157,-0.030816178,0.0309421266,0.0677491908,-0.042287905
11/1996,0.0625,0.053178605,0.0511657281,0.0184696822,-0.014128296,0.0361103112,0.0075879428,-0.005205429,0.0133762555,-0.006536644,0.0216874615,0.0235722225,-0.01304895,0.0251981065,-0.010050108,0.0468014288,0.036282801,0.0297640999,0.028665852,0.0257603619,0.070723901,0.0367459432,0.0342742651,0.0010779285,0.0553493383,0.0296283304,-0.013670218,-0.026065265,0.0086381431,-0.028044861,-0.009936337,0.0237085676,-0.037413503,0.0256876257,0.0478198761,0.0325874705,-0.020983255,-0.048796774,0.0169856772,0.0425333368,-0.026944177,-0.011257872,-0.002210226,0.0313853658,-0.023262587,-0.030396346,-0.032111917,0.0490196179,0.0404042096,0.0028805439,0.018331283,0.0060668242
12/1996,-0.017,-0.012468521,-0.039331906,0.0318830597,-0.022261948,0.0252405437,0.0260770376,-0.0184777,0.0106975303,-0.011907356,-0.011958479,-0.038878132,-0.013130549,-0.03168826,0.0037715982,0.020851539,0.0368377688,0.0139201758,-0.024300097,-0.030296349,-0.01802374,-0.032209819,0.0281514561,-0.039620345,-0.029250505,0.0293136137,0.0591634919,0.0025278644,0.009117765,0.0269225542,0.0209045228,-0.022157571,-0.001476894,-0.024127283,-0.020151073,0.0300952299,-0.004765788,-0.021527018,-0.004233269,0.0268878866,-0.01654066,-0.013799147,-0.017621814,-0.0235158,0.0279246555,-0.017765381,-0.032642001,0.0199278859,-0.004382438,-0.017980473,0.0045541233,-0.016308217
01/1997,0.0498,0.0228822452,0.0571685519,0.008612234,-0.01847724,0.0112480431,0.0408197128,0.0087385455,-0.005703099,-0.000740713,0.0275702558,0.0176836366,-0.03610193,0.022992256,0.001282589,0.0233077099,0.0099301927,0.0314442622,-0.0235982,0.012258384,0.0225375992,0.0380983054,0.0180701237,-0.011367362,0.0298008556,-0.000520044,-0.015305621,0.018422949,0.0388047928,-0.002792961,0.0070562966,0.0264103422,0.0137373843,0.0006388179,0.0225415909,0.0201020011,-0.019475848,0.0295380488,0.0128448508,0.0228339236,-0.022599601,-0.051512341,-0.001317439,0.0431004587,0.0462805078,-0.067158743,-0.084277151,0.097600066,0.0339198353,0.0118325229,0.0200132518,0.0130127482
02/1997,-0.0049,-0.011854589,0.0514698763,0.0723208926,-0.062918864,0.0795686835,0.0320500157,-0.023561275,0.0551688576,-0.091867269,-0.029599343,-0.057306361,-0.036353206,-0.04977534,0.032702428,0.0823950896,0.0572706253,0.0829991656,-0.068668583,-0.065617783,-0.067509681,-0.056757938,0.0818682048,-0.047044678,0.0216712675,0.0716078562,0.0091116759,-0.002982736,-0.017333452,0.0172021665,0.0169608689,-0.030149339,-0.04211192,-0.030481234,-0.039923437,0.0766466713,-0.100374086,-0.040442024,-0.046658669,0.0547698459,-0.105355471,-0.037149343,-0.070418766,-0.038974046,-0.03389771,-0.033479922,-0.019780801,0.0399088932,-0.065203454,0.0037440101,0.0663785899,-0.072894899
03/1997,-0.0502,-0.053233014,0.0251507749,0.0544467164,-0.002850746,0.0365244191,0.0633011722,-0.038462152,0.048910479,-0.065323425,-0.042616409,-0.061846831,0.0377496635,-0.069938782,0.0194610127,0.0264592837,0.0602357798,0.0431510665,-0.03018052,-0.048936907,-0.045994028,-0.078877067,0.0326069704,-0.009505049,-0.033348836,0.0622211097,0.0162920126,0.0070917206,-0.025157464,0.0535781038,0.0340013805,-0.008102627,-0.000121635,-0.032154914,-0.053888857,0.0492136308,-0.051363622,-0.012754271,-0.023348012,0.0202013902,-0.003042009,-0.00970607,-0.040164567,-0.038884162,0.0275658988,0.00244563,-0.017217837,-0.04022211,-0.058155357,0.0096091346,0.0640787314,-0.022096384
04/1997,0.0404,0.0186123347,0.0329437708,-0.004143697,-0.003859663,0.0168318385,0.0429041657,0.0065273627,0.0365724743,-0.012218819,0.0255121757,0.0124265465,0.0043336565,0.0055394465,-0.023223381,0.0369219687,0.0162118067,0.0256710143,-0.040643807,0.0046286038,0.0250340993,0.0139475342,0.0255452821,0.0151101084,0.080322599,0.0292532629,0.0178791559,0.0479670447,0.0165137291,0.0143000793,0.036216384,0.0077091001,0.0350494338,0.0108318511,0.0257748512,-0.00878917,-0.023422109,0.0476966082,0.0479451343,0.0205304922,0.0059229403,-0.030397105,-0.010870633,0.0216640196,0.0080148373,-0.023513532,-0.022131313,0.042165726,-0.006631258,0.0580248445,0.0314496156,-0.01136704
05/1997,0.0674,0.0774277735,-0.024327006,-0.047103203,0.0526575794,-0.019533684,-0.036314525,0.0315368283,-0.059001891,0.0539088118,0.0610849738,0.0657244764,0.043721374,0.0294515152,-0.03543791,-0.042764857,-0.047685848,-0.050318689,0.0689422358,0.0530302293,0.0939621142,0.0625246326,-0.050331704,0.0474072413,0.0145253644,-0.035300091,-0.002045285,-0.042618067,-0.001749724,-0.056203954,-0.049616411,0.0288137292,-0.039878323,0.00788051,0.0601795052,-0.025699625,0.0608890328,-0.014110415,0.0057845705,-0.033226356,0.0313927707,-0.037018206,0.0568021424,0.0338656105,0.0178472693,-0.059176653,-0.042140602,0.0411270189,0.0762260061,-0.039345849,-0.062793592,0.0466663794
06/1997,0.041,0.0352383677,-0.010820758,0.013129962,-0.026324127,0.0045031925,-0.038547191,-0.000662008,0.0077086237,-0.031034295,0.0141860721,-0.015866947,-0.011999975,-0.02069528,-0.005312144,0.0081422467,-0.011349245,0.0122253582,-0.038992658,-0.019033884,-0.055677063,-0.023903535,0.0266895095,-0.02781084,0.0020827242,0.0180917622,-0.011636068,0.0030917517,0.0091356823,0.0106133648,0.0098334352,-0.009526731,0.0176827753,0.0079881597,-0.005956803,-0.002586654,-0.020320887,0.0130421819,0.0336604826,0.0174657634,0.0075373929,-0.010408454,-0.013298624,-0.010348941,0.045736527,-0.013332762,-0.005279343,0.0322902347,-0.020931899,0.0084540046,0.0010172307,-0.018241464
07/1997,0.0733,0.0709980546,0.0423277958,-0.021452601,-0.005405944,-0.002023977,-0.058831136,0.057916733,-0.031719207,0.0448911787,0.0478196408,0.0386587287,-0.011010042,0.040455084,-0.013766391,-0.006666548,-0.023446867,-1.519251E-6,0.0254660667,0.0484765729,0.0273802773,0.0343458786,0.0081815461,-0.026865723,0.0398079092,-0.003563425,0.0121584399,0.0371487221,0.0221702334,0.0113249362,0.0342741529,0.0362120095,0.0630254361,-0.001749734,0.0487927393,-0.019330291,0.0406139416,0.0529527106,0.0325564095,0.0101905501,-0.012168113,-0.063163873,0.0219131982,0.0568214877,0.0355224026,-0.083098264,-0.079958858,0.1136504098,0.0384764178,0.0242469833,-0.003393756,0.0435142728
08/1997,-0.0415,-0.014399366,-0.07572208,0.0148476722,0.0111286755,0.0021330234,-0.011969771,0.0067265578,-0.031190628,0.0200648819,0.022243382,0.0029797724,0.0228115543,-0.013921511,0.009777837,-0.015213056,0.0101688868,-0.038610115,0.0233497907,0.0061201715,0.0077070725,0.0222466042,-0.007365747,-0.013821859,-0.052516621,0.0097508251,-0.014613354,-0.022805422,-0.018139209,-0.001733591,-0.019571447,0.0419797158,-0.012028173,-0.013586212,-0.034090237,0.016639738,0.0207197527,-0.022362436,-0.037233767,0.0003614307,-0.009394929,0.0099999359,0.0244307067,-0.009135263,0.0186221278,0.0028366208,-0.039092098,-0.025174211,0.0299128706,-0.051748963,-0.030547814,0.024760799
09/1997,0.0535,0.0520989562,-0.01061756,0.0103015789,-0.063813683,-0.035293021,-0.018340655,0.0116849103,-0.023911521,0.0199556829,0.0103371981,0.0186174203,-0.055975432,-0.000724352,-0.015843792,0.0065910403,0.0038934757,0.007004167,-0.00765671,0.0004173472,0.0015070086,0.0219755653,0.0279396976,-0.074907669,-0.021234308,-0.014175156,-0.017185567,0.0310253352,-0.022869696,0.0214148459,0.005052953,0.002373836,0.0270688773,0.0274011707,0.0088989079,0.0018450594,0.015752011,0.0101898094,0.0130874463,0.0197868196,-0.03021279,-0.013848711,-0.00022333,-0.000800615,0.0167974347,-0.000741585,0.0091680261,-0.001041945,0.0224934243,-0.009011038,-0.008349344,-0.00020677
10/1997,-0.038,-0.047206121,0.0363103508,0.0287784558,-0.061508314,0.0045740023,0.0324587385,0.0377791407,0.0137043081,-0.013875816,-0.02140722,-0.046929872,-0.069901976,0.0285260751,0.032338976,0.0380023763,0.0276794323,0.0415060667,-0.085724022,-0.057099445,-0.052477817,-0.024908733,0.0476306564,-0.028795948,0.011894326,-0.00314228,-0.017913607,-0.013773602,-0.021809613,0.0046414617,-0.010344532,-0.031001677,-0.008745371,0.0213548906,-0.046258518,0.0298612123,-0.014665024,0.0125323623,0.0160495767,0.0393665857,-0.014398708,0.002044098,-0.049886647,-0.049671206,0.0235901466,-0.028146948,-0.037316724,0.016608083,-0.043880256,0.0037410007,0.0316820482,-0.050488329
11/1997,0.0298,0.0143219705,0.061805601,0.0300122242,-0.011354063,0.0617428609,0.0500059766,0.0080199,0.0365771606,-0.05725023,-0.048796646,-0.064147376,-0.004937265,0.0141702369,0.0566042376,0.0393645218,0.0354969273,0.0518520687,-0.081920394,-0.053208304,-0.082767708,-0.045986178,0.0434061897,-0.012843159,0.0324401585,0.0367523699,-0.074811465,-0.027771219,0.0068410634,-0.012199649,-0.003494542,-0.025256285,-0.010824492,-0.018177116,-0.045771375,0.023567961,-0.051250408,0.0032951277,0.0055878535,0.0230509785,-0.027930236,0.0145478904,-0.04986078,-0.007815612,0.0170840428,-0.010263186,-0.01068974,0.0195963071,-0.09574198,0.0038237212,0.0524636267,-0.048609673
12/1997,0.0132,0.0187064289,-0.006435619,0.0587243412,-0.114366963,-0.009947349,0.0248855922,0.0121009293,-0.008151507,-0.01449464,-0.04556108,-0.051805479,-0.120287485,0.0091418919,0.0514855216,0.0602051863,0.0401252584,0.0361679784,-0.078087641,-0.06254487,-0.06037078,-0.01279865,0.0784655516,-0.093354036,-0.027578584,-0.000930774,-0.036345443,0.0170759,0.0505356686,0.032909638,-0.008373987,-0.042202597,0.0364345395,0.0356651843,-0.024146648,0.0263729789,-0.018016742,0.0386700153,-0.017661119,0.035797058,-0.061335293,0.0434377997,-0.052415922,-0.055778925,0.0199622658,0.0146896303,-0.031599507,0.1013653475,-0.034659384,0.0249474899,0.0154066157,-0.065921934
01/1998,0.0015,-0.017599677,0.0368686271,-0.015330635,0.0709045686,0.0559452302,0.008784014,-0.001065226,0.0332480493,-0.020936299,-0.02898994,-0.01641134,0.0733651549,-0.016959574,-0.014553941,-0.004045896,0.0007077622,0.0046954394,-0.018860129,0.0165376761,-0.02202845,-0.035411939,-0.022654936,0.0563327117,0.0487376917,0.0241045103,0.0634661778,-0.010176379,-0.011051303,-0.001613328,0.029039167,0.0125778307,-0.000060522,-0.033676538,-0.02411313,-0.007181348,-0.016113725,-0.042369956,0.011707271,-0.018976782,0.0227846749,-0.058914075,0.0098280701,0.0292021493,0.0106304959,-0.059013474,-0.054904828,-0.020884543,-0.014288664,-0.00824793,0.0042505183,0.0163539905
02/1998,0.0704,0.0779379104,-0.012317186,-0.030701189,0.03711912,0.0143309744,-0.039850966,0.0140523191,-0.036573684,0.0227815003,0.0699826021,0.0661178586,0.0383504166,0.0098023643,-0.050797415,-0.020291096,-0.043663633,-0.040636094,0.0462054545,0.0597547206,0.0750216791,0.0465287209,-0.020442409,0.0126970829,0.0353595557,0.0001222636,-0.030724924,-0.01040491,-0.024095035,-0.037229107,-0.004320351,0.04305039,-0.00138704,0.0155112778,0.040389193,-0.025721515,0.0307661869,0.0308536943,0.0341446355,0.0042972048,0.0214011094,-0.013261615,0.0286407341,0.0411923801,0.0315909842,-0.034378572,-0.049424172,-0.026664078,0.0503840155,-0.011721712,-0.035594352,0.0275645404
03/1998,0.0476,0.0440966718,0.0016494842,0.028282948,-0.040889435,-0.008854915,-0.020168062,-0.025693229,-0.020156332,-0.000098424,-0.001007276,-0.019115745,-0.047246289,0.0010501133,0.0133605652,0.0036095759,0.0234672905,0.025361188,-0.017819941,-0.036395044,-0.051291679,-0.019355787,0.0315192016,-0.056666543,-0.039783037,0.0047363369,-0.00247813,0.0141173032,0.0368493207,0.037343168,0.0139798664,-0.009739209,0.0095243222,-0.031428019,-0.047033263,0.0124174876,-0.000169509,-0.007254833,-0.010497531,0.0059617415,-0.025546884,-0.021336703,-0.008139734,-0.020372567,0.0058742653,-0.013841814,-0.001579603,0.0409182099,-0.010695391,-0.007409877,-0.006153704,-0.017305248
04/1998,0.0073,0.0016539847,0.0123019427,-0.016709594,0.0029975891,-0.02774546,-0.027561793,0.0169343809,-0.025182674,0.0059376776,0.0154360939,0.0263361933,-0.002465662,0.0253860501,-0.02203555,-0.013554945,-0.014261363,-0.014928322,0.0268751354,0.0360858769,0.0410578782,0.0242859573,-0.010748644,-0.006048654,0.0115544178,-0.011328489,0.0070226917,-0.022275553,-0.027780771,-0.034018218,-0.035622049,0.0064204694,0.0038276171,0.0436470269,0.0410229045,-0.008546396,-0.002247502,-0.005523814,0.009383161,-0.002873881,0.0090114676,-0.021564697,0.026163422,0.0269821078,0.0531002754,-0.009952985,0.0021809124,-0.028561005,0.0283332395,0.0090210761,-0.015139204,0.0277236367
05/1998,-0.0307,-0.043942431,0.0508998396,0.0329615662,-0.005595627,0.066343978,0.0402507756,-0.01978024,0.034613272,-0.056631666,-0.029994798,-0.064395483,0.0105715167,-0.025827464,0.0278574203,0.0346247776,0.0337625039,0.0480006728,-0.080617644,-0.0523804,-0.075415602,-0.049333729,0.0389420398,-0.010057887,0.0177051675,0.050254489,-0.024974644,0.0308372099,0.0210683264,0.0531566613,0.0704140034,-0.039282413,0.0083494569,0.0036514494,-0.040292831,0.0223784418,-0.052577938,0.0150652272,0.0234482538,0.0237279635,0.0019270628,-0.03729315,-0.044601129,-0.028925672,-0.028708165,-0.029786682,0.0119778408,0.0173754487,-0.058963836,0.0307376824,0.0405784831,-0.044025156
06/1998,0.0318,0.0120961276,-0.021675698,-0.037914758,0.0196509102,0.0016119764,-0.02808517,0.0324849253,-0.017825429,0.031235353,0.0289099585,0.0399598467,-0.016684336,0.0677977566,0.0042584331,-0.039680389,-0.048732524,-0.034210629,0.0045736699,0.0399529351,0.0181721993,0.0468606427,-0.026388646,-0.026080575,-0.021982099,-0.048309939,-0.040422655,0.1066663632,0.0616233194,0.0671543134,0.0949869567,-0.015353686,0.0883008758,-0.025795068,0.005906933,-0.074849814,0.0585775644,0.068682338,0.0264044956,-0.042069336,0.0131069406,0.0287141483,0.0282596529,0.0289063291,0.0523121646,0.0548106902,0.0450402044,0.036989672,0.0034122186,0.0450990684,-0.047724209,0.0125080606
07/1998,-0.0246,-0.052807113,0.0749260944,-0.017927588,-0.021811976,0.0135126217,0.0009654078,-0.01327908,-0.001566235,-0.032843858,-0.065589689,-0.027746304,-0.04762902,0.0464122584,0.0038530009,-0.001584734,-0.016002493,0.0220022337,-0.054229137,-0.018326765,-0.081882545,-0.038199777,0.0180573367,-0.042259705,0.0248150248,-0.021758655,-0.050452607,0.0329038535,0.0246241832,0.01868919,0.0343912979,-0.051074856,0.0352900002,0.0538675223,0.0053338298,-0.019227599,-0.029714491,0.0246886233,0.0305100919,0.0131953244,-0.015706539,0.0275229016,-0.024772308,-0.004980417,0.0200378879,0.0319148101,0.0048631423,0.0350703906,-0.018698983,0.0574463457,0.0160594105,-0.029410923
08/1998,-0.1608,-0.176908038,0.073279205,0.0744551329,-0.013132523,0.0412028418,0.090353807,-0.108279083,0.1283876186,-0.114601735,-0.041567232,-0.139649679,0.0180500349,-0.107132859,0.1885804322,0.0648051138,0.093176584,0.0929106071,-0.115552576,-0.140131027,-0.147787454,-0.127575469,0.0229026628,0.0541770648,-0.032360522,0.0564017429,0.0014737448,-0.013310801,-0.053716917,0.0662879708,0.0062421139,-0.092245387,0.0118873064,-0.061620271,-0.144342758,0.0605582916,-0.101133045,-0.038469835,-0.012843025,0.0348095743,0.0476358359,0.0352011503,-0.106394987,-0.104668825,-0.14431736,0.0899300494,0.0753630284,-0.166900117,-0.209147043,0.0381051812,0.1217815004,-0.106577446
09/1998,0.0615,0.0605486455,0.0100535352,-0.026836176,0.0075850613,-0.032896994,-0.01653719,0.0662718047,-0.085400306,0.0755767827,-0.080552234,0.0370324911,-0.047444538,0.0836178889,0.0166762927,-0.056563581,-0.022194802,-0.043234824,0.0777101921,0.0503686501,0.0900669686,0.0654995338,-0.04249806,-0.038274224,-0.081166606,-0.08403555,-0.017263761,0.0114384815,0.0432558066,0.0160029746,0.0041878787,-0.036564998,0.0068334964,-0.070626055,0.0040080503,-0.01488656,0.083146291,-0.005322245,-0.077938433,-0.077075735,-0.039219792,-0.063464804,0.0400152335,0.027182533,0.0681737214,-0.107598962,-0.033665721,0.0582317514,0.0589532016,-0.047266052,-0.019624586,0.0511059225
10/1998,0.0713,0.0739182864,0.0654695668,-0.036532307,0.0361063231,-0.000269355,-0.011498217,0.0235860017,0.0015552134,-0.014583136,0.0482918556,0.0280231186,0.037699061,0.0436967291,-0.097707874,-0.009541271,-0.031451231,0.0238641245,-0.00222421,0.043340787,-0.02720729,-0.005313307,-0.02505832,0.0399833981,0.0784632905,-0.003930602,0.0269282108,-0.087635421,-0.064458012,-0.11348472,-0.106691215,0.0476586926,-0.081912851,0.0313088435,0.0910047643,0.0098089403,-0.031352479,0.0152872557,0.0333315426,0.0125350895,0.0116971674,-0.103144393,0.0420038261,0.0706326986,-0.050265483,-0.12102391,-0.155317117,0.0190795589,0.0645227448,-0.059427784,-0.006073767,0.0300644324
11/1998,0.061,0.048675999,0.0201197908,-0.060140556,0.0605783588,0.0429116661,0.0078749783,0.0221684933,0.0128422392,0.0143748479,0.0654073482,0.0093365304,0.0236952907,0.0503938161,-0.020742482,-0.033144527,-0.034069744,-0.037771546,-0.001763568,0.0602552935,-0.019163955,0.030549896,-0.043104727,-0.024882488,0.0068544399,-0.023608193,-0.031940007,0.0183467504,0.0221882008,-0.027068897,0.0236875743,0.0033333991,0.0212281758,0.0320266073,0.0271879274,-0.051341195,0.0139185959,0.004547702,0.0154280649,-0.035756719,0.0113470596,-0.011136076,0.0277742765,0.0470164526,0.1029594071,-0.047871957,-0.021164405,0.0126360308,-0.020446576,0.0396782225,-0.040434479,0.0472009825
12/1998,0.0616,0.0522110055,-0.03135226,-0.08598053,0.080051736,0.0268845225,0.01821412,0.0862930859,-0.09847634,0.0893791123,0.0856047553,0.0749919715,0.0294569156,0.0724713913,-0.050252414,-0.085868277,-0.087790234,-0.100948524,0.0879335282,0.0948789785,0.0413413532,0.0956759601,-0.079727225,0.0076365695,-0.02622585,-0.084244811,0.0795329069,0.0913390555,0.0988230074,0.0248416701,0.0762524723,0.0270757936,0.0997792943,0.0763001177,0.0658358071,-0.104145749,0.0952382397,0.0915378008,0.0409450978,-0.040573046,0.052405436,0.0399991973,0.0396655106,0.0550472505,0.03098604,0.0146746618,-0.00626027,0.1047596587,0.083109747,0.0387234892,-0.084704534,0.0512639345
01/1999,0.035,0.0013265704,0.0207785216,-0.094454916,0.0802019607,0.010517746,-0.081099007,0.0349069687,-0.066361459,0.0913502508,0.0124976649,0.0760875125,-0.032596089,0.1824048144,-0.043371112,-0.096890556,-0.05398906,-0.064489236,0.052909185,0.1383809536,0.0541498742,0.1103368122,-0.080885227,-0.077936448,-0.05901191,-0.099629973,-0.042834152,0.0897640202,0.0963221397,0.0070634023,0.0655281237,0.0807449042,0.0969397952,0.0454237945,0.0210712368,-0.123274924,0.1028326144,-0.012653669,-0.072717081,-0.118704333,-0.062354564,0.0724982614,0.1023136535,0.1013103702,0.0868875757,0.0001623094,-0.01066581,0.061266515,0.0717719548,0.0888803343,-0.106766522,0.1223271351
02/1999,-0.0408,-0.041215337,0.0764823146,0.0339014674,-0.057310859,0.009797428,-0.015078292,-0.024992265,0.0430159855,-0.077617393,-0.079761645,-0.086739686,-0.049017824,-0.034625844,0.0171739063,0.0327328011,0.0481617647,0.0753156989,-0.050313261,-0.048461884,-0.024867574,-0.064692359,0.0504328579,-0.04001175,0.0199875646,0.0264428768,0.012779014,-0.047082386,-0.060290856,-0.013227463,-0.034307035,-0.021375341,-0.027051557,-0.01466554,-0.018964002,0.0402791744,-0.070910879,-0.026247585,-0.005473355,0.0129997949,-0.035675667,-0.046094564,-0.042273017,-0.033918063,0.016966845,-0.013181949,-0.020763885,-0.031522908,-0.050673738,-0.00673965,0.0440766541,-0.046831631
03/1999,0.0345,0.027599861,0.0082053313,-0.008729438,-0.017749035,-0.062002089,-0.1136645,0.0275052132,-0.025322051,0.0102480279,0.0033362047,0.008047739,-0.066140428,0.0305681787,-0.047357845,-0.022941437,0.0023746411,-0.001654456,0.060897811,0.0625113369,-0.008055975,-0.00539011,-0.013763588,-0.054505212,-0.034868684,-0.041338688,0.0245079172,0.0400173085,0.0541124219,0.0013137876,-0.020994836,0.0226205709,0.0373482569,-0.035326201,0.0316432623,-0.0556522,0.0211461193,-0.024469973,-0.057334224,-0.063112247,-0.057100631,0.0031410906,0.0708387195,0.0509054207,0.0680903557,0.0361914714,0.02094528,0.0211683799,0.0419751665,0.0622543208,-0.07813286,0.0871718324
